vendor_name,on_time_delivery_rate,average_delivery_delay_days,defect_rate,cancellation_rate,return_rate,compliance_score,order_volume,average_order_value,quote_rejection_rate,payment_delay_rate,historical_penalty_count,risk_label
Vertex Corp 6431,0.9629701341342904,0,0.05310300445560494,0.051358907212920316,0.0416898542668335,83.20594878435736,2842,300632,0.025986470735835557,0.05056584335129038,2,low
Zenith Enterprises 4746,0.9527783739538295,0,0.010869995097476453,0.05790980790664049,0.02053209074459141,92.17574090818957,681,37977,0.07104632209914834,0.010639057601901671,1,low
Pulsar Networks 1068,0.2648646286423315,52,0.2411789127467976,0.26518831545471405,0.22832448541710867,40.626796074635195,182,62116,0.2940172445298533,0.4322373049972998,17,critical
Summit Networks 9215,0.5420702998575552,53,0.23369696576168877,0.2750043259849551,0.3604186271635334,16.252159514468683,76,75329,0.5690954346321503,0.5219604082389956,43,critical
Prime Enterprises 1998,0.30506019887815644,39,0.2530585637369241,0.40430635323088693,0.38915032827389,7.237737602569935,138,26853,0.4833917517820335,0.3497663091922089,14,critical
Delta Distribution 1714,0.9885896635657044,5,0.04152015415566738,0.034801610848557936,0.04488969023403944,90.06660170059575,994,407672,0.07812272294346925,0.0022525470307156845,0,low
Pulsar Industries 8089,0.856625800015949,5,0.04805241108071366,0.024571230740882403,0.0,96.06961740582138,3200,287795,0.0,0.039699791855804016,1,low
Phoenix Group 9637,0.8169252310847224,5,0.07609473813510367,0.06651865346442964,0.07467519275303379,87.85138592375773,1879,203069,0.08034195019940438,0.1444468664845599,9,medium
Onyx Manufacturing 8074,0.8360701158419729,9,0.09232432295735354,0.1044741674635133,0.08568460318575823,79.92675735840575,636,60967,0.19942364818891814,0.1137445281147883,5,medium
Neptune Manufacturing 6471,0.9464409761344291,1,0.0005409129545734261,0.029190564361474356,0.01798455005447784,92.4694130511615,3571,46589,0.012141455355539128,0.04984037663063428,3,low
Nova Industries 8569,0.8855020938055036,2,0.02009329640995355,0.04151485608032653,0.030683740108473315,96.05265277076182,2686,132553,0.04507071005907676,0.030832859147116563,2,low
Prime Manufacturing 2477,0.7832493733076682,13,0.04381370041558019,0.041820696067557665,0.08783929551613694,63.184302525130725,2297,84889,0.062097421450583105,0.06900234099950023,2,medium
Summit Distribution 5788,0.7799521418297733,3,0.0410030092515687,0.11750019321019672,0.10085432904611442,68.36209163075219,3662,256481,0.17856820621868374,0.10290701638208419,12,medium
Peak Networks 7662,0.23297963606486533,53,0.48316228771585074,0.20426827746553028,0.43706888246186065,5.997812201931202,484,83247,0.5319824727432181,0.40368655805295633,45,critical
Granite Resources 7229,0.8494934027463641,5,0.026827874117572523,0.041982204387889445,0.04259634089141487,81.1647293918426,2185,122313,0.01902062267367475,0.03536032084221695,2,low
Emerald Logistics 4774,0.9362487399365995,3,0.0,0.008991909402849921,0.05548318767259461,87.71356835466067,4682,364380,0.0559812770275881,0.0024911779878168017,3,low
Mercury Systems 6083,0.9016787914730146,4,0.011215170529255988,0.02680739198247184,0.014808370806648727,78.43340917042971,5000,257150,0.06996551359562193,0.02688694047797559,1,low
Falcon Systems 5082,0.8723100431765679,3,0.0479421435886602,0.03155175629118981,0.04587364163825506,89.95595505928893,4280,216568,0.06785606356237538,0.02914773308837863,1,low
Cobalt Materials 6930,0.41222908622722293,60,0.2561815030121997,0.2938577558353085,0.39644528216721175,23.766092665801324,531,68836,0.5041943267579088,0.40985192320998665,28,critical
Emerald Systems 5663,0.9345817031251625,1,0.04816488690080966,0.009193851194940142,0.00719952641360142,98.01103966867235,1422,231245,0.03393723281705628,0.026265257290313003,2,low
Nova Partners 7441,0.9167994546700767,1,0.016452130671092236,0.019105206884371874,0.050490630997204265,82.12371810430268,914,122770,0.03436493148437439,0.0,1,low
Amber Industries 1595,0.3585771685304139,25,0.45178574068235555,0.5211724621015509,0.4259868835404238,6.456534871829691,261,93537,0.4138663433623502,0.38237525105262027,11,critical
Zenith Corp 2812,0.7795386592485598,2,0.047981735509196974,0.1027243072725721,0.0967349744039038,77.09993303601442,3453,99543,0.18082555935453534,0.12400494151765279,3,medium
Delta Components 9065,0.7911999420815244,5,0.03291025819805068,0.04854595113363036,0.032305234417465065,65.03489986514106,2714,168477,0.08872871402646244,0.08741402514301974,9,medium
Atlantic Systems 824,0.5103437661828569,23,0.21963348360189452,0.2182023824519628,0.15279357941084454,58.51325286260475,1395,86753,0.1797318493689073,0.19815863260530087,9,high
Beta Distribution 8721,0.7065547312196139,13,0.08605286670389536,0.047930858783635,0.06356039935139964,68.53648146632418,3399,111503,0.15588778639425008,0.07191469617934249,3,medium
Cobalt Logistics 4764,0.5856158266326543,27,0.08578776336269169,0.12734242863551107,0.2468153369275174,50.42229737618166,714,185714,0.32322930621141804,0.21832594665772517,22,high
Vertex Ventures 1674,0.946069464682207,3,0.0316771183109491,0.008890482743785167,0.029036510990860537,87.77699023440283,996,149056,0.06497734044482681,0.01889296826886592,2,low
Alpha Global 5469,0.8265891722342884,11,0.07364961977567976,0.122078169552246,0.05643032480824507,85.18441650537346,13,90070,0.20229411329969826,0.09219101145214761,8,medium
Mercury Systems 2075,0.9605164669106703,3,0.007904836253559113,0.029526793070556594,0.006389294431110979,85.17018186448114,1813,403528,0.03966698860745251,0.04832434533862549,1,low
Metro Solutions 3365,0.9664659377902552,2,0.017792256649338218,0.023732198049329134,0.04550868409176337,91.16609595101035,858,1000,0.0,0.00896680293817321,2,low
Vanguard Partners 8592,0.8505315467232569,4,0.020329010171409527,0.08428602706981271,0.11038692230668722,74.11682931777008,1833,154763,0.11206520518240656,0.12101664363106643,10,medium
Atlas Materials 3064,0.9104252139487709,4,0.02281135127839508,0.04687126381082086,0.047299012488262154,86.00305035407922,1988,199358,0.04422206757189262,0.021065874784543377,2,low
Stellar Supplies 4759,0.9234204792253001,2,0.02777791708830351,0.03750767354610484,0.006460844546030163,95.94610691433739,2826,312250,0.052729555230526574,0.013710440990845552,2,low
Delta Global 9542,0.58330104028968,33,0.22630016618964158,0.21866320726993874,0.11410615556762316,54.7711487152795,1515,125570,0.4167767998896786,0.10746946524855981,17,high
Sigma Group 2365,1.0,4,0.0286375232016538,0.037684977861462916,0.0059704566251853955,90.61596166464156,2150,147751,0.05549493602828442,0.015421315045385907,2,low
Mercury Logistics 7612,0.9466036163891992,4,0.0371295854949371,0.041357352814397126,0.05027434192015041,86.00637609299996,1951,433192,0.0,0.021842025933820477,2,low
Amber Technologies 3133,0.8385688625174768,14,0.04769712276374309,0.05261610875893351,0.1407013298737385,62.9352358134562,2742,93599,0.15364557791629546,0.14371495766481554,3,medium
Global Networks 3817,0.9161417964345272,1,0.017713317065705794,0.02583557016182406,0.042199084365252666,80.32895029477118,2160,76671,0.05504387448229596,0.02986455154327884,2,low
Nova Manufacturing 2205,0.723588030745979,12,0.11053554256658053,0.026192482847925767,0.13277170097974336,61.38526778824366,913,106859,0.05211391850692079,0.12940280564121567,4,medium
Vanguard Technologies 2834,0.678914753731486,9,0.035167425296603876,0.09536473563805223,0.1469945503910944,84.1012151296206,2237,152138,0.08211237711025948,0.1358103665166218,4,medium
Summit Enterprises 9800,0.9031819998293447,12,0.08964770822939105,0.046397898885238785,0.07593775833403238,64.19152894581826,1052,85504,0.11196469707841021,0.04854818984173602,3,medium
Amber Distribution 6349,0.774064655119104,14,0.11169410345079153,0.1895334066403667,0.17357196574216038,49.82075885586828,2022,17017,0.3305666773497051,0.18850999508140054,19,high
Nexus Logistics 8158,0.8920957439583576,2,0.03536722863852091,0.029989064283905017,0.006580053290525836,92.9843957594821,3453,330014,0.011726535774689633,0.01757897165885689,2,low
Onyx Trading 3613,0.8915491777952855,6,0.11053589741153172,0.12839575592911706,0.13050674352877778,72.9917815460926,2730,332777,0.05965726557467117,0.10864778965870339,9,medium
Prime Materials 495,0.8931982331465796,3,0.03864031192993338,0.03681374724163976,0.030251167395252562,89.49046471514441,2133,338166,0.02270088520095893,0.034273332934140074,2,low
Alpha Global 8485,0.8125040117575646,6,0.04819086866093325,0.034668380455346454,0.03738880845892125,76.31155943104386,546,172489,0.16315373743720796,0.12524766660956188,4,medium
Vanguard Partners 7691,0.7873683682229989,12,0.1019785250736515,0.10017866812398543,0.12313608630799204,71.03741014543255,2105,302584,0.16892031116206538,0.07961658965216677,5,medium
Emerald Corp 526,0.6777798062810861,17,0.21850318981795297,0.20473995156503388,0.2734937380921139,33.89359768168244,1643,147757,0.2842402808369554,0.2580696439783487,7,high
Falcon Partners 7784,0.9838201368446633,5,0.044338109669556085,0.04773892247115257,0.0178590057494776,90.72658323252021,3353,217461,0.05340043494226316,0.03560297497448329,3,low
Mercury Resources 6846,0.8681467933791971,3,0.046563067156689716,0.039291221507089774,0.007936151639097748,78.90201734008846,1266,1000,0.026848358329075034,0.025849757522023634,2,low
Titan Industries 1055,0.8083224194359026,11,0.04812203216651886,0.05281042565655414,0.06446533149445627,72.46206211430402,569,77220,0.1427764161749601,0.052187623526395645,12,medium
Vertex Components 8341,0.9397641723491178,3,0.008116715777970447,0.014966117331421929,0.037652873964167784,98.96453456776446,4816,383907,0.07690866570111977,0.04783582543367752,1,low
Neptune Services 5955,0.818061567122498,4,0.08424179663258421,0.08914104957044729,0.14893312748492799,72.73840309164085,766,283016,0.10771267740056946,0.06724683158548365,8,medium
Atlantic Distribution 2743,0.914318952318262,0,0.03999022934131802,0.02437083239271711,0.013971052623838867,80.66105066296322,4228,74923,0.015890420937438903,0.008830510295199413,1,low
Core Materials 8641,0.755755515897868,11,0.05638364477135015,0.08899469825245516,0.13456289757327447,65.56167379709134,122,175732,0.19339367487185286,0.08168740693163189,2,medium
Neptune Distribution 9442,0.9501403431777724,5,0.027783896816179002,0.013449478171856894,0.05868994124503995,95.3274440106377,781,297416,0.0607253751993477,0.013849649915613401,2,low
Phoenix Group 3377,0.9049115602999365,3,0.0047037426565884255,0.03405407622773211,0.060405726338760846,89.4122524811676,2395,25595,0.03138338384826922,0.0514469125808333,2,low
Vanguard Supplies 6813,0.9158151956541678,2,0.03292962562159643,0.012522912473063072,0.044697095308260416,87.29011659316042,1894,399254,0.01439246877527742,0.03909789383167118,2,low
Global Ventures 9726,0.9033134510001231,5,0.010571882008236182,0.036374934006526694,0.043019734326643445,92.29763815642126,2839,210433,0.014249244457542234,0.04458791077771339,1,low
Pinnacle Logistics 8452,0.8726977831740521,6,0.06576564545535593,0.09778581971544628,0.11740080782357558,70.03387829176216,2986,205206,0.042780525665256065,0.053866159922889074,5,medium
Onyx Distribution 9849,0.4410974487583107,40,0.36120501128163546,0.2604566132730744,0.26193435680076704,38.77459716973158,614,99986,0.617770910669056,0.46445174260752015,15,critical
Apex Supplies 8308,0.6258957662971115,21,0.15738306252609216,0.09571407994587187,0.16414935787338628,41.16251333635164,1574,123874,0.34383132466309524,0.16284024112452744,27,high
Atlas Systems 3285,0.6125332678474191,29,0.19112888979380957,0.14008435088373403,0.15799206846725397,47.889639966106785,1223,139682,0.3360539304334157,0.1202850500783739,20,high
Falcon Industries 3783,0.924445770560375,4,0.03542794375566611,0.0457468130782641,0.05605524469373212,82.05345844669084,2372,468004,0.08391019954363473,0.04418876954154887,2,low
Core Technologies 9792,0.9449079904217467,1,0.048944719103093746,0.0349603820016597,0.05885847691523865,85.13257616627443,1289,138936,0.016922001998658686,0.029185751461563412,2,low
Eagle Manufacturing 5012,0.8062731815847695,13,0.039921870607611744,0.04910764116485474,0.056479848983852776,67.84774799126674,513,271277,0.16193240447161564,0.12442866847808501,6,medium
Atlas Logistics 4398,0.7821319257119587,11,0.07072734560157949,0.09090516783169789,0.050280843801071756,61.68571702524024,651,197804,0.17184505574912165,0.1058584954863562,6,medium
Saturn Industries 4237,0.972728665970166,2,0.0386093510612989,0.04278739566809495,0.04048632063409516,94.74798339081956,2213,26625,0.007061446406458764,0.016962547719443423,2,low
Stellar Resources 5251,0.5006007966334272,33,0.2331189233054013,0.12679481456114178,0.31883486694411356,49.01086471330662,1968,204140,0.27492991122269356,0.3116326490584661,16,high
Zenith Group 3304,0.7667342529328299,12,0.08162735908939985,0.07038919321093945,0.08487952277166774,68.4869850534966,2424,117190,0.14114030632175278,0.07686596883242612,9,medium
Atlas Networks 7125,0.6687327851581212,15,0.13697165962342886,0.17474174589835234,0.22752645060770357,47.56591832094191,907,78418,0.3457976875225729,0.26319163705895127,5,high
Eagle Components 5070,0.8795127655748287,5,0.04529570254881775,0.0042171237599252,0.05880337726882646,90.10095588358483,3496,71942,0.06789603378524363,0.002739769545147448,3,low
Eagle Services 3463,0.9613936637058872,3,0.010417952293981767,0.005075971903693744,0.062270205147264716,92.40368054131015,4520,118692,0.023405455730920535,0.0403978790641855,1,low
Summit Logistics 9797,0.4856471341793833,13,0.11388855651018662,0.11833911882206029,0.08431123000347768,48.69377640716593,1556,123957,0.329877207764609,0.12252570420799666,23,high
Granite Networks 4135,0.6324116270976347,16,0.16048879378300282,0.17188662348771344,0.2447587576346449,65.13301964228617,371,70757,0.406322254012244,0.16364611428404427,21,high
Beta Resources 3482,0.8830192753307684,3,0.03959503215178717,0.0355479572566074,0.03899396179346004,93.94132470081969,998,1000,0.027452327344333314,0.009680960519879787,2,low
Mercury Global 6909,0.31267953031900586,27,0.3275859409925424,0.1925187650421591,0.38532149067233396,19.988628647987518,453,22348,0.6185209389055252,0.27025562531918057,22,critical
Alpha Trading 2756,0.9873096986771415,2,0.009146279720670988,0.04419709074557716,0.038537676470823005,100.0,2769,449533,0.04904010924151321,0.015939048876585673,1,low
Quantum Solutions 4142,0.7904061358622562,14,0.08726409063916393,0.07844910739903044,0.12167073208584267,80.40898881836351,2874,196354,0.07419480957478845,0.1267352209783617,8,medium
Pacific Technologies 6304,0.7919407566047334,13,0.11968715204845284,0.06328605703625059,0.0984725454585633,76.00849983536489,631,255242,0.14683647164377361,0.13151398486635943,6,medium
Eagle Technologies 1417,0.7792627023833086,5,0.12149924650467148,0.05095267979792515,0.11740738005444869,62.96352013765063,436,64089,0.1256445997834301,0.08111839260325725,5,medium
Phoenix Services 5699,0.3169738224337337,51,0.2241223655783846,0.20068006968755012,0.4043221901086382,16.90047924519509,694,24272,0.5248906103402556,0.4680194924116789,30,critical
Quantum Technologies 8372,0.893423990279392,1,0.04439743213055509,0.0032360535045552904,0.05209324321895924,90.93120072182757,3734,142474,0.01986806026009328,0.03791683863121031,1,low
Amber Distribution 2100,0.5379424934623164,55,0.14649758975335103,0.4978753534941508,0.18525189153006177,33.18791038445384,297,68201,0.38636862787427756,0.30647543899222707,38,critical
Eagle Group 8021,0.7317091545923144,15,0.0537140252385945,0.06860743346060573,0.08089078699149192,74.06045814660447,743,167582,0.11897324664372007,0.13161767521453907,12,medium
Titan Manufacturing 1646,0.6161543392123564,15,0.08483136737802073,0.2455934522040531,0.1563489537380607,60.178098345781486,1980,135119,0.337868446366753,0.25848778154783963,20,high
Summit Components 6953,0.5176160777567909,46,0.3006692158193071,0.46481179154796604,0.41277357494499234,9.476933976677643,537,7069,0.5971474293594514,0.38160072454641014,46,critical
Omega Resources 4809,0.606451205612307,31,0.17898454747032402,0.12165422146356827,0.17043495057015334,62.55507211518642,1501,1000,0.3086647195300619,0.15684783668832042,19,high
Summit Systems 8229,0.947945434097454,0,0.011579830968368843,0.024133065429549592,0.0416198415116604,88.24659307615211,3207,214781,0.0824917776899591,0.025888699389750993,1,low
Atlantic Services 8868,0.880032983072443,9,0.09768685428813659,0.10223453485427175,0.12968815747638426,66.82159809854653,1584,148519,0.11139658366658253,0.04459520185809451,11,medium
Saturn Industries 2413,0.9418627151900898,0,0.030762074110628628,0.023961335498343353,0.027949501952250995,99.14612880358955,794,417062,0.028288247517869416,0.012246171082855821,2,low
Peak Ventures 3947,0.35573893124622025,33,0.43851827766806406,0.37701492127770775,0.3279955248971485,23.347437097452172,6,56158,0.6113215761657143,0.5785511270222574,13,critical
Metro Solutions 6634,0.736621690127745,13,0.11281176574273578,0.05289609473355304,0.12753782082716025,82.72692992364266,1080,2728,0.14254789516098568,0.09327656887676643,9,medium
Nexus Supplies 4196,0.9772483829363343,1,0.005680053916991237,0.02605753734884773,0.014139095377578861,77.5186673382124,622,124936,0.04570024146298428,0.025767547572920213,2,low
Pulsar Logistics 9609,0.6077475490700882,14,0.11557405306668118,0.10165284710225919,0.26429101074650807,58.934482367151126,1265,34435,0.34662666123034463,0.33279766794465115,24,high
Pacific Systems 3440,0.686421280166364,15,0.07182849821088351,0.11368678328192532,0.12542766716065473,63.44765641136524,1374,26614,0.1487546795969917,0.11693090599685743,6,medium
Amber Supplies 1206,0.542737051311839,15,0.2355056836305356,0.22817675958401468,0.16423534610587234,58.57379856376299,1245,121507,0.2718105400755098,0.1729729604408545,16,high
Prime Materials 2796,0.8773551299770256,2,0.02109936468197878,0.03856632922865138,0.04431956545708782,90.98376341807842,3640,195540,0.059330557959574357,0.04473527787283944,0,low
Pacific Resources 8672,0.9529266244330657,1,0.019511366540807436,0.01836772153724168,0.030871250565285113,83.81265664285652,3318,171316,0.04501256597017861,0.036453575257385386,1,low
Granite Networks 8418,0.7848405433311735,6,0.05942051334869077,0.04568759393696005,0.1275083785603,76.93960837418547,2088,331512,0.11394304201069651,0.16228546519591092,5,medium
Saturn Distribution 6956,0.8451136660519032,6,0.09360218973254561,0.11421162805165742,0.07815056696842275,81.66724965336834,741,309061,0.17785120933735982,0.08745936956500766,6,medium
Metro Logistics 3719,0.8271271552960515,4,0.06355760789677299,0.10683432089417129,0.10644194370417467,65.15758419084041,2455,179586,0.15345480930906497,0.06600181765488301,12,medium
Titan Corp 700,0.6295436197089662,12,0.18817565790474294,0.21385581329611714,0.2046785195499256,44.15398274317842,381,36496,0.30362030655109035,0.23291315880355706,8,high
Jade Global 2755,0.6991373820252088,15,0.20253084981820127,0.2299127944687252,0.2607852408122369,44.01670096717,735,195393,0.333470165339975,0.2944013790487214,11,high
Granite Components 267,0.7560261947209667,10,0.06369791711945136,0.06401058501248706,0.05327216387698201,60.24817409313445,2436,117792,0.15295215949964924,0.0744527922018382,5,medium
Atlas Materials 8983,0.4987225241714911,10,0.15762068214759373,0.24789619272283286,0.24010136342983696,52.39166255891673,1764,52177,0.2922273602748581,0.24666553711500872,18,high
Cobalt Technologies 7532,0.8712237065643235,5,0.021451352717918044,0.041999269816374446,0.0075282226853898215,98.03608153982623,1,114959,0.07555145439719735,0.03987896228724486,1,low
Atlas Ventures 9784,0.34111925749947947,33,0.4457137850744096,0.26480289176129257,0.36639434932241743,25.771216753524133,348,72870,0.5035418086977402,0.6196474206199629,23,critical
Pinnacle Ventures 9860,0.743106817898151,8,0.09037401189348113,0.0651926703612713,0.1355510759679384,83.76482814816427,419,235373,0.10246820898959351,0.1474189037511013,6,medium
Pacific Manufacturing 1265,0.9629830787686393,0,0.052158559375572934,0.02837714819302854,0.03851687689833589,92.43212087336562,4237,354899,0.044153975417740916,0.020281083903823677,2,low
Granite Solutions 2232,0.958882363784954,5,0.015423742014275797,0.02177344191552542,0.01956012160905233,82.12624447687719,4094,379792,0.045513983386737525,0.0037550369967289535,2,low
Cobalt Materials 689,0.9469893250097926,4,0.007663770362634045,0.03533096017292611,0.004511767574142741,98.49344058596054,1653,132281,0.0390207296583652,0.03158257047651387,2,low
Nexus Corp 4953,0.8511129185569745,4,0.021383601603729777,0.032640933700870255,0.006982989629205242,92.65571017232986,4879,83226,0.0563276609458289,0.01876364990828395,3,low
Sigma Materials 2504,0.9732068184308678,0,0.014327944411051077,0.012560126314162642,0.01399999296781379,86.09593908180263,3467,457901,0.035471345284908154,0.03127830737575126,2,low
Quantum Corp 3653,0.9548622800767638,3,0.04777619133260303,0.023834101659218742,0.0,81.56567490803026,3578,95242,0.021817874436243,0.014822267892494122,2,low
Global Logistics 4426,0.8860674336433692,3,0.010537005289467695,0.02289076586261701,0.04046715375468139,91.06440170653399,2169,444730,0.03350903645840038,0.0,1,low
Saturn Services 8294,0.7708354051247971,28,0.184792981560175,0.11926420192968024,0.2540070778186442,65.76779076839262,262,197737,0.3288256078385977,0.26938477422551343,12,high
Phoenix Manufacturing 6859,0.8808089259013993,4,0.0024141547590322194,0.042655228505421444,0.03947036104025409,96.18273652520323,2803,207084,0.07683889162907624,0.040718583244847395,2,low
Eagle Materials 4530,0.6032278013557819,13,0.09365784004112648,0.22390176581211108,0.23955348448703798,60.31585531559269,348,129260,0.3079571337230054,0.18153885204486928,18,high
Saturn Enterprises 8429,0.5116226209401468,53,0.3079850675937268,0.33632675028018294,0.2803792411825578,12.193822990567082,185,98411,0.4011455062737328,0.5724751616267711,11,critical
Peak Ventures 915,0.5253248827459489,29,0.11308610965283158,0.22120713896860192,0.19436166469660404,68.08685410675014,1925,160391,0.24568282459949978,0.10606755859566892,20,high
Pulsar Industries 9294,0.9528847092421348,5,0.026009112500309406,0.015468937688982323,0.037248321378922894,82.4963139920228,3906,286909,0.010423595445504264,0.029640671688748985,3,low
Eagle Resources 6176,0.6690665374036904,29,0.22512447390542062,0.2578606554081003,0.1999831172820162,44.32311293242237,1690,7470,0.33414147452169896,0.2219148055401778,18,high
Alpha Services 2818,0.9235832083058823,2,0.033034789834510865,0.008223995444543197,0.031223672816033644,90.66396069438525,2287,491422,0.021382559696631855,0.03930486806332857,0,low
Jade Materials 1793,0.8953144541449158,5,0.06930916432041734,0.0834647434250403,0.10169824568729875,62.41350707872841,3475,46870,0.11574787153313575,0.0402212708568004,5,medium
Delta Ventures 9669,0.9489414172279458,3,0.018599548034516925,0.006843432421299268,0.05882317140265663,92.54273522201156,3645,427739,0.04193368479197689,0.006514136602663471,2,low
Titan Logistics 5261,0.2016367658978342,34,0.3348522469515086,0.3545526324186711,0.34272960926808177,33.679575369602134,481,12796,0.3475014170325115,0.3135589719067356,15,critical
Nova Systems 2311,0.7344533381367572,7,0.06042332893989274,0.0426206471653552,0.11309983965754143,67.58692616995168,1984,45358,0.1181034443234316,0.051085021985113964,2,medium
Orion Manufacturing 3073,0.41663837738710063,26,0.37044299765892935,0.351918082083333,0.2713024064024619,19.906746889253682,560,22650,0.3674433905226604,0.5738395369240044,45,critical
Pulsar Components 593,0.7664797487774948,7,0.044439956019623805,0.11353283871501503,0.12491618910856155,80.81299699602941,2704,154721,0.11684942146417956,0.09232730868901806,9,medium
Pinnacle Manufacturing 7121,0.8608045145931857,3,0.023793162205145414,0.014433261849339967,0.023122760845783637,95.41811388566933,1177,200791,0.06387347135154733,0.04881118032266952,2,low
Zenith Systems 1144,0.8658111519839692,3,0.07013381621124665,0.07160454334836533,0.05325945938363333,81.63195858014201,2626,63497,0.12181547167654723,0.1268524643224006,11,medium
Zenith Networks 8488,0.9555293057162723,2,0.040185892514517915,0.021871055093753092,0.027594239482205764,93.1430493488678,1620,450934,0.0598033894307828,0.021720611085678528,2,low
Atlantic Partners 1418,0.6198878100329075,24,0.25191436029320813,0.17287967351394043,0.20354767041176952,51.421428222076486,216,76285,0.31692345988313336,0.23945585472330363,25,high
Pacific Systems 2320,0.7850640605954804,8,0.10921714399929824,0.09419042114100905,0.101425280055021,73.79129667514232,1424,165951,0.1284878736105151,0.03457956256996514,12,medium
Pinnacle Supplies 6204,0.7337561036906746,21,0.24172900437515712,0.2479279939870325,0.21102867033500533,49.93770917440572,1008,123806,0.2774789405217276,0.27579695038120144,22,high
